AP,Portada,Categoría,Región,Periodo,Mes,Año,Acceso,ext,nacmay,rprov,rloc,est,jp,men,total,nactotal
Nahuel Huapi,Quetrihué,PN,PATAGONIA,2017m4,4,2017,COBRA,206,1501,823,759,318,0,128,3735,3529
Nahuel Huapi,Río Limay,PN,PATAGONIA,2017m4,4,2017,COBRA,0,0,0,0,0,0,0,0,0
Patagonia,Única,PN,PATAGONIA,2017m4,4,2017,NO COBRA,0,0,0,0,0,0,0,0,0
Perito Moreno,Única,PN,PATAGONIA,2017m4,4,2017,NO COBRA,1,18,18,0,0,0,1,38,37
Tierra del Fuego,Ruta Nacional 3,PN,PATAGONIA,2017m4,4,2017,COBRA,7209,4613,7914,0,784,2960,20,23500,16291
Tierra del Fuego,Tren del Fin del Mundo,PN,PATAGONIA,2017m4,4,2017,COBRA,3286,3465,341,0,149,1422,1018,9681,6395
Ciervo de los Pantanos,Única,PN,CENTRO,2017m5,5,2017,NO COBRA,1,42,294,141,85,1,315,879,878
El Leoncito,Única,PN,CENTRO,2017m5,5,2017,NO COBRA,139,577,870,138,0,0,0,1724,1585
El Palmar,Única,PN,CENTRO,2017m5,5,2017,COBRA,51,1839,1715,339,152,1258,808,6162,6111
Iberá,Cambyretá,PN,CENTRO,2017m5,5,2017,NO COBRA,0,0,0,0,0,0,0,0,0
Iberá,San Nicolás,PN,CENTRO,2017m5,5,2017,NO COBRA,0,0,0,0,0,0,0,0,0
Mburucuyá,Única,PN,CENTRO,2017m5,5,2017,NO COBRA,0,0,0,0,0,0,0,0,0
Pre Delta,Única,PN,CENTRO,2017m5,5,2017,NO COBRA,11,1853,2646,2842,28,236,1811,9427,9416
Quebrada del Condorito,Única,PN,CENTRO,2017m5,5,2017,NO COBRA,194,296,2430,231,0,0,0,3151,2957
San Guillermo,Única,PN,CENTRO,2017m5,5,2017,NO COBRA,0,3,0,0,0,0,0,3,3
Sierra de las Quijadas,Única,PN,CENTRO,2017m5,5,2017,COBRA,38,643,230,7,56,414,205,1593,1555
Talampaya,Única,PN,CENTRO,2017m5,5,2017,COBRA,310,3017,71,0,59,2686,303,6446,6136
Chaco,Única,PN,NEA,2017m5,5,2017,NO COBRA,20,99,387,134,0,0,182,822,802
Colonia Benítez,Única,RNEd,NEA,2017m5,5,2017,NO COBRA,0,0,0,251,0,0,0,251,251
El Impenetrable,Única,PN,NEA,2017m5,5,2017,NO COBRA,0,0,0,0,0,0,0,0,0
Formosa,Única,RNat,NEA,2017m5,5,2017,NO COBRA,0,0,0,0,0,0,0,0,0
Iguazú,Única,PN,NEA,2017m5,5,2017,COBRA,39868,22392,1861,1367,0,15268,10857,91613,51745
Río Pilcomayo,Estero Poi,PN,NEA,2017m5,5,2017,NO COBRA,16,34,24,29,2,0,3,108,92
Río Pilcomayo,Laguna Blanca,PN,NEA,2017m5,5,2017,NO COBRA,21,36,87,60,0,0,116,320,299
Aconquija,Única,PN,NOA,2017m5,5,2017,NO COBRA,0,5,31,51,95,0,2,184,184
Baritú,Única,PN,NOA,2017m5,5,2017,NO COBRA,0,2,0,2,0,0,0,4,4
Calilegua,Única,PN,NOA,2017m5,5,2017,NO COBRA,37,319,52,235,196,0,107,946,909
Copo,Guayacán,PN,NOA,2017m5,5,2017,NO COBRA,0,0,0,0,0,0,0,0,0
Copo,Portada,PN,NOA,2017m5,5,2017,NO COBRA,2,4,0,0,0,0,0,6,4
El Rey,Única,PN,NOA,2017m5,5,2017,NO COBRA,3,19,21,8,0,0,11,62,59
Laguna de los Pozuelos,Única,MN,NOA,2017m5,5,2017,NO COBRA,69,26,17,0,0,0,0,112,43
Los Cardones,Recta del Tín Tín,PN,NOA,2017m5,5,2017,NO COBRA,454,4405,262,68,0,3693,34,8916,8462
Los Cardones,Valle Encantado,PN,NOA,2017m5,5,2017,NO COBRA,0,0,0,0,0,0,0,0,0
Nogalar de los Toldos,Única,RNac,NOA,2017m5,5,2017,NO COBRA,2,0,0,60,0,0,0,62,60
Pizarro,Única,RNac,NOA,2017m5,5,2017,NO COBRA,0,0,0,0,0,0,0,0,0
Bosques Petrificados,Única,PN,PATAGONIA,2017m5,5,2017,NO COBRA,11,43,14,7,0,0,25,100,89
Lago Puelo,Única,PN,PATAGONIA,2017m5,5,2017,COBRA,40,1092,185,452,752,861,213,3595,3555
Laguna Blanca,Única,PN,PATAGONIA,2017m5,5,2017,NO COBRA,2,15,230,133,0,0,50,430,428
Lanín,Hua Hum,PN,PATAGONIA,2017m5,5,2017,NO COBRA,0,0,0,0,0,0,0,0,0
Lanín,Lago Huechulaufquen,PN,PATAGONIA,2017m5,5,2017,COBRA,0,272,0,0,0,0,0,272,272
Lanín,Muelle Lago Lácar,PN,PATAGONIA,2017m5,5,2017,COBRA,40,502,142,0,34,146,4,868,828
Lanín,Quila Quina,PN,PATAGONIA,2017m5,5,2017,COBRA,6,551,341,0,4,386,6,1294,1288
Lanín,Ruka Choroy,PN,PATAGONIA,2017m5,5,2017,NO COBRA,0,0,0,0,0,0,0,0,0
Lanín,Volcán Lanín,PN,PATAGONIA,2017m5,5,2017,NO COBRA,0,0,0,0,0,0,0,0,0
Lanín,Área Tromen,PN,PATAGONIA,2017m5,5,2017,NO COBRA,0,0,0,0,0,0,0,0,0
Lanín,Ñorkinko,PN,PATAGONIA,2017m5,5,2017,NO COBRA,0,0,0,0,0,0,0,0,0
Lihué Calel,Única,PN,PATAGONIA,2017m5,5,2017,NO COBRA,1,50,47,41,69,2,70,280,279
Los Alerces,Portada Centro,PN,PATAGONIA,2017m5,5,2017,COBRA,0,0,0,0,0,0,0,0,0
Los Alerces,Portada Norte,PN,PATAGONIA,2017m5,5,2017,COBRA,0,0,0,0,0,0,0,0,0
Los Alerces,Portada Sur,PN,PATAGONIA,2017m5,5,2017,COBRA,0,0,0,0,0,0,0,0,0
Los Alerces,Villa Futalaufquen,PN,PATAGONIA,2017m5,5,2017,NO COBRA,70,463,8,4,3,10,16,574,504
Los Glaciares,El Chaltén,PN,PATAGONIA,2017m5,5,2017,NO COBRA,1760,1400,0,0,0,0,0,3160,1400
Los Glaciares,Puerto Bandera,PN,PATAGONIA,2017m5,5,2017,COBRA,1007,2472,17,1041,147,0,139,4823,3816
Los Glaciares,Puerto La Cruz,PN,PATAGONIA,2017m5,5,2017,NO COBRA,0,0,0,0,0,0,0,0,0
Los Glaciares,Puerto La Soledad,PN,PATAGONIA,2017m5,5,2017,COBRA,97,35,12,506,2,0,21,673,576
Los Glaciares,Puerto Lago Argentino,PN,PATAGONIA,2017m5,5,2017,COBRA,0,0,0,0,0,0,0,0,0
Los Glaciares,Río Mitre,PN,PATAGONIA,2017m5,5,2017,COBRA,7458,7076,1217,1578,809,1560,749,20447,12989
Monte León,Única,PN,PATAGONIA,2017m5,5,2017,NO COBRA,0,0,0,0,0,0,0,0,0
Nahuel Huapi,Lago Mascardi,PN,PATAGONIA,2017m5,5,2017,COBRA,833,1659,37,2350,88,0,91,5058,4225
Nahuel Huapi,Puerto Pañuelo,PN,PATAGONIA,2017m5,5,2017,COBRA,1556,3892,57,4132,262,0,226,10125,8569
Nahuel Huapi,Quetrihué,PN,PATAGONIA,2017m5,5,2017,COBRA,69,708,91,0,222,389,24,1503,1434
Nahuel Huapi,Río Limay,PN,PATAGONIA,2017m5,5,2017,COBRA,0,0,0,0,0,0,0,0,0
Patagonia,Única,PN,PATAGONIA,2017m5,5,2017,NO COBRA,0,0,0,0,0,0,0,0,0
Perito Moreno,Única,PN,PATAGONIA,2017m5,5,2017,NO COBRA,0,0,0,0,0,0,0,0,0
Tierra del Fuego,Ruta Nacional 3,PN,PATAGONIA,2017m5,5,2017,COBRA,1907,2577,2788,0,40,67,212,7591,5684
Tierra del Fuego,Tren del Fin del Mundo,PN,PATAGONIA,2017m5,5,2017,COBRA,1833,2491,183,0,0,653,489,5649,3816
Ciervo de los Pantanos,Única,PN,CENTRO,2017m6,6,2017,NO COBRA,1,91,258,141,18,15,270,794,793
El Leoncito,Única,PN,CENTRO,2017m6,6,2017,NO COBRA,35,600,414,75,0,0,0,1124,1089
El Palmar,Única,PN,CENTRO,2017m6,6,2017,COBRA,24,1640,1249,270,225,1378,1550,6336,6312
Iberá,Cambyretá,PN,CENTRO,2017m6,6,2017,NO COBRA,0,0,0,0,0,0,0,0,0
Iberá,San Nicolás,PN,CENTRO,2017m6,6,2017,NO COBRA,0,0,0,0,0,0,0,0,0
Mburucuyá,Única,PN,CENTRO,2017m6,6,2017,NO COBRA,0,0,0,0,0,0,0,0,0
Pre Delta,Única,PN,CENTRO,2017m6,6,2017,NO COBRA,3,26,54,219,0,0,55,357,354
Quebrada del Condorito,Única,PN,CENTRO,2017m6,6,2017,NO COBRA,182,134,841,253,0,0,0,1410,1228
San Guillermo,Única,PN,CENTRO,2017m6,6,2017,NO COBRA,0,0,0,0,0,0,0,0,0
Sierra de las Quijadas,Única,PN,CENTRO,2017m6,6,2017,COBRA,22,408,150,11,54,190,66,901,879
Talampaya,Única,PN,CENTRO,2017m6,6,2017,COBRA,144,1904,78,0,67,2200,172,4565,4421
Chaco,Única,PN,NEA,2017m6,6,2017,NO COBRA,12,169,491,89,220,11,157,1149,1137
Colonia Benítez,Única,RNEd,NEA,2017m6,6,2017,NO COBRA,1,0,2,155,0,0,0,158,157
El Impenetrable,Única,PN,NEA,2017m6,6,2017,NO COBRA,0,0,0,0,0,0,0,0,0
Formosa,Única,RNat,NEA,2017m6,6,2017,NO COBRA,7,0,0,0,0,0,0,7,0
Iguazú,Única,PN,NEA,2017m6,6,2017,COBRA,45309,36457,1553,1799,943,17024,8780,111865,66556
Río Pilcomayo,Estero Poi,PN,NEA,2017m6,6,2017,NO COBRA,12,26,10,18,0,0,0,66,54
Río Pilcomayo,Laguna Blanca,PN,NEA,2017m6,6,2017,NO COBRA,24,37,84,108,62,0,44,359,335
Aconquija,Única,PN,NOA,2017m6,6,2017,NO COBRA,12,4,13,81,10,4,43,167,155
Baritú,Única,PN,NOA,2017m6,6,2017,NO COBRA,0,10,4,0,0,0,0,14,14
Calilegua,Única,PN,NOA,2017m6,6,2017,NO COBRA,66,505,147,442,326,144,115,1745,1679
Copo,Guayacán,PN,NOA,2017m6,6,2017,NO COBRA,0,0,0,0,0,0,0,0,0
Copo,Portada,PN,NOA,2017m6,6,2017,NO COBRA,0,3,0,0,0,0,0,3,3
El Rey,Única,PN,NOA,2017m6,6,2017,NO COBRA,112,0,0,0,0,0,36,148,36
Laguna de los Pozuelos,Única,MN,NOA,2017m6,6,2017,NO COBRA,28,20,22,0,0,0,2,72,44
Los Cardones,Recta del Tín Tín,PN,NOA,2017m6,6,2017,NO COBRA,946,9430,661,154,61,919,141,12312,11366
Los Cardones,Valle Encantado,PN,NOA,2017m6,6,2017,NO COBRA,0,0,0,0,0,0,0,0,0
Nogalar de los Toldos,Única,RNac,NOA,2017m6,6,2017,NO COBRA,52,4,34,50,0,0,0,140,88
Pizarro,Única,RNac,NOA,2017m6,6,2017,NO COBRA,0,0,0,0,0,0,0,0,0
Bosques Petrificados,Única,PN,PATAGONIA,2017m6,6,2017,NO COBRA,2,10,0,0,0,0,0,12,10
Lago Puelo,Única,PN,PATAGONIA,2017m6,6,2017,COBRA,404,180,214,0,0,0,631,1429,1025
Laguna Blanca,Única,PN,PATAGONIA,2017m6,6,2017,NO COBRA,0,34,67,27,0,0,1,129,129
Lanín,Hua Hum,PN,PATAGONIA,2017m6,6,2017,NO COBRA,0,0,0,0,0,0,0,0,0
Lanín,Lago Huechulaufquen,PN,PATAGONIA,2017m6,6,2017,COBRA,0,353,0,0,0,0,0,353,353
Lanín,Muelle Lago Lácar,PN,PATAGONIA,2017m6,6,2017,COBRA,44,450,125,0,23,0,49,691,647
Lanín,Quila Quina,PN,PATAGONIA,2017m6,6,2017,COBRA,2,180,79,0,57,0,1,319,317
Lanín,Ruka Choroy,PN,PATAGONIA,2017m6,6,2017,NO COBRA,0,0,0,0,0,0,0,0,0
Lanín,Volcán Lanín,PN,PATAGONIA,2017m6,6,2017,NO COBRA,0,0,0,0,0,0,0,0,0
Lanín,Área Tromen,PN,PATAGONIA,2017m6,6,2017,NO COBRA,0,0,0,0,0,0,0,0,0
Lanín,Ñorkinko,PN,PATAGONIA,2017m6,6,2017,NO COBRA,0,0,0,0,0,0,0,0,0
Lihué Calel,Única,PN,PATAGONIA,2017m6,6,2017,NO COBRA,3,12,26,24,0,0,13,78,75
Los Alerces,Portada Centro,PN,PATAGONIA,2017m6,6,2017,COBRA,0,0,0,0,0,0,0,0,0
Los Alerces,Portada Norte,PN,PATAGONIA,2017m6,6,2017,COBRA,0,0,0,0,0,0,0,0,0
Los Alerces,Portada Sur,PN,PATAGONIA,2017m6,6,2017,COBRA,0,0,0,0,0,0,0,0,0
Los Alerces,Villa Futalaufquen,PN,PATAGONIA,2017m6,6,2017,NO COBRA,21,80,0,0,0,0,3,104,83
Los Glaciares,El Chaltén,PN,PATAGONIA,2017m6,6,2017,NO COBRA,888,879,0,0,0,0,0,1767,879
Los Glaciares,Puerto Bandera,PN,PATAGONIA,2017m6,6,2017,COBRA,946,1731,1,789,244,0,99,3810,2864
Los Glaciares,Puerto La Cruz,PN,PATAGONIA,2017m6,6,2017,NO COBRA,0,0,0,0,0,0,0,0,0
Los Glaciares,Puerto La Soledad,PN,PATAGONIA,2017m6,6,2017,COBRA,0,37,0,0,0,0,0,37,37
Los Glaciares,Puerto Lago Argentino,PN,PATAGONIA,2017m6,6,2017,COBRA,0,0,0,0,0,0,0,0,0
Los Glaciares,Río Mitre,PN,PATAGONIA,2017m6,6,2017,COBRA,3789,3320,244,515,523,1150,565,10106,6317
Monte León,Única,PN,PATAGONIA,2017m6,6,2017,NO COBRA,0,0,0,0,0,0,0,0,0
Nahuel Huapi,Lago Mascardi,PN,PATAGONIA,2017m6,6,2017,COBRA,945,2103,23,1401,146,0,59,4677,3732
Nahuel Huapi,Puerto Pañuelo,PN,PATAGONIA,2017m6,6,2017,COBRA,2802,6947,67,2986,1790,0,708,15300,12498
Nahuel Huapi,Quetrihué,PN,PATAGONIA,2017m6,6,2017,COBRA,117,727,480,375,90,0,44,1833,1716
Nahuel Huapi,Río Limay,PN,PATAGONIA,2017m6,6,2017,COBRA,0,0,0,0,0,0,0,0,0
Patagonia,Única,PN,PATAGONIA,2017m6,6,2017,NO COBRA,0,0,0,0,0,0,0,0,0
Perito Moreno,Única,PN,PATAGONIA,2017m6,6,2017,NO COBRA,0,0,0,0,0,0,0,0,0
Tierra del Fuego,Ruta Nacional 3,PN,PATAGONIA,2017m6,6,2017,COBRA,999,2266,2032,0,0,55,477,5829,4830
Tierra del Fuego,Tren del Fin del Mundo,PN,PATAGONIA,2017m6,6,2017,COBRA,2478,2341,258,0,0,642,896,6615,4137
Ciervo de los Pantanos,Única,PN,CENTRO,2017m7,7,2017,NO COBRA,11,35,734,204,26,24,378,1412,1401
El Leoncito,Única,PN,CENTRO,2017m7,7,2017,NO COBRA,148,1992,2169,153,0,0,0,4462,4314
El Palmar,Única,PN,CENTRO,2017m7,7,2017,COBRA,61,8483,4800,628,1353,2407,6624,24356,24295
Iberá,Cambyretá,PN,CENTRO,2017m7,7,2017,NO COBRA,22,511,0,0,0,0,0,533,511
Iberá,San Nicolás,PN,CENTRO,2017m7,7,2017,NO COBRA,0,0,0,0,0,0,0,0,0
Mburucuyá,Única,PN,CENTRO,2017m7,7,2017,NO COBRA,25,291,235,274,0,0,296,1121,1096
Pre Delta,Única,PN,CENTRO,2017m7,7,2017,NO COBRA,0,0,0,0,0,0,0,0,0
Quebrada del Condorito,Única,PN,CENTRO,2017m7,7,2017,NO COBRA,359,2130,1541,83,0,0,0,4113,3754
San Guillermo,Única,PN,CENTRO,2017m7,7,2017,NO COBRA,8,4,4,1,0,0,0,17,9
Sierra de las Quijadas,Única,PN,CENTRO,2017m7,7,2017,COBRA,41,3305,497,4,443,901,844,6035,5994
Talampaya,Única,PN,CENTRO,2017m7,7,2017,COBRA,244,8705,318,0,802,3674,3624,17367,17123
Chaco,Única,PN,NEA,2017m7,7,2017,NO COBRA,13,434,224,410,2,12,453,1548,1535
Colonia Benítez,Única,RNEd,NEA,2017m7,7,2017,NO COBRA,0,0,0,0,0,0,0,0,0
El Impenetrable,Única,PN,NEA,2017m7,7,2017,NO COBRA,0,0,0,0,0,0,0,0,0
Formosa,Única,RNat,NEA,2017m7,7,2017,NO COBRA,14,32,0,1,0,0,3,50,36
Iguazú,Única,PN,NEA,2017m7,7,2017,COBRA,51222,139322,10912,2653,374,21169,50322,275974,224752
Río Pilcomayo,Estero Poi,PN,NEA,2017m7,7,2017,NO COBRA,42,99,96,128,12,0,124,501,459
Río Pilcomayo,Laguna Blanca,PN,NEA,2017m7,7,2017,NO COBRA,103,556,644,494,0,57,959,2813,2710
Aconquija,Única,PN,NOA,2017m7,7,2017,NO COBRA,2,83,25,161,86,0,101,458,456
Baritú,Única,PN,NOA,2017m7,7,2017,NO COBRA,63,76,30,15,0,0,0,184,121
Calilegua,Única,PN,NOA,2017m7,7,2017,NO COBRA,206,1593,582,571,225,16,833,4026,3820
Copo,Guayacán,PN,NOA,2017m7,7,2017,NO COBRA,0,0,0,0,0,0,0,0,0
Copo,Portada,PN,NOA,2017m7,7,2017,NO COBRA,3,22,0,0,0,0,0,25,22
El Rey,Única,PN,NOA,2017m7,7,2017,NO COBRA,53,130,174,71,0,0,94,522,469
Laguna de los Pozuelos,Única,MN,NOA,2017m7,7,2017,NO COBRA,60,97,35,3,1,0,36,232,172
Los Cardones,Recta del Tín Tín,PN,NOA,2017m7,7,2017,NO COBRA,471,13070,802,222,73,1382,361,16381,15910
Los Cardones,Valle Encantado,PN,NOA,2017m7,7,2017,NO COBRA,0,0,0,0,0,0,0,0,0
Nogalar de los Toldos,Única,RNac,NOA,2017m7,7,2017,NO COBRA,18,48,78,167,0,0,0,311,293
Pizarro,Única,RNac,NOA,2017m7,7,2017,NO COBRA,0,0,0,0,0,0,0,0,0
Bosques Petrificados,Única,PN,PATAGONIA,2017m7,7,2017,NO COBRA,14,34,27,28,3,0,44,150,136
Lago Puelo,Única,PN,PATAGONIA,2017m7,7,2017,COBRA,0,2031,0,0,0,0,0,2031,2031
Laguna Blanca,Única,PN,PATAGONIA,2017m7,7,2017,NO COBRA,3,95,27,63,0,0,57,245,242
Lanín,Hua Hum,PN,PATAGONIA,2017m7,7,2017,NO COBRA,0,0,0,0,0,0,0,0,0
Lanín,Lago Huechulaufquen,PN,PATAGONIA,2017m7,7,2017,COBRA,198,0,1796,0,0,0,0,1994,1796
Lanín,Muelle Lago Lácar,PN,PATAGONIA,2017m7,7,2017,COBRA,202,1692,513,0,376,213,540,3536,3334
Lanín,Quila Quina,PN,PATAGONIA,2017m7,7,2017,COBRA,0,417,136,0,27,124,31,735,735
Lanín,Ruka Choroy,PN,PATAGONIA,2017m7,7,2017,NO COBRA,0,0,0,0,0,0,0,0,0
Lanín,Volcán Lanín,PN,PATAGONIA,2017m7,7,2017,NO COBRA,0,0,0,0,0,0,0,0,0
Lanín,Área Tromen,PN,PATAGONIA,2017m7,7,2017,NO COBRA,0,0,0,0,0,0,0,0,0
Lanín,Ñorkinko,PN,PATAGONIA,2017m7,7,2017,NO COBRA,0,0,0,0,0,0,0,0,0
Lihué Calel,Única,PN,PATAGONIA,2017m7,7,2017,NO COBRA,2,150,131,55,0,1,87,426,424
Los Alerces,Portada Centro,PN,PATAGONIA,2017m7,7,2017,COBRA,0,0,0,0,0,0,0,0,0
Los Alerces,Portada Norte,PN,PATAGONIA,2017m7,7,2017,COBRA,0,0,0,0,0,0,0,0,0
Los Alerces,Portada Sur,PN,PATAGONIA,2017m7,7,2017,COBRA,0,0,0,0,0,0,0,0,0
Los Alerces,Villa Futalaufquen,PN,PATAGONIA,2017m7,7,2017,NO COBRA,44,733,0,1,0,0,56,834,790
Los Glaciares,El Chaltén,PN,PATAGONIA,2017m7,7,2017,NO COBRA,668,2246,0,0,0,0,0,2914,2246
Los Glaciares,Puerto Bandera,PN,PATAGONIA,2017m7,7,2017,COBRA,1256,2666,47,339,286,0,599,5193,3937
Los Glaciares,Puerto La Cruz,PN,PATAGONIA,2017m7,7,2017,NO COBRA,0,0,0,0,0,0,0,0,0
Los Glaciares,Puerto La Soledad,PN,PATAGONIA,2017m7,7,2017,COBRA,0,0,0,0,0,0,0,0,0
Los Glaciares,Puerto Lago Argentino,PN,PATAGONIA,2017m7,7,2017,COBRA,0,0,0,0,0,0,0,0,0
Los Glaciares,Río Mitre,PN,PATAGONIA,2017m7,7,2017,COBRA,6771,5436,1901,2217,1232,658,2198,20413,13642
Monte León,Única,PN,PATAGONIA,2017m7,7,2017,NO COBRA,0,0,0,0,0,0,0,0,0
Nahuel Huapi,Lago Mascardi,PN,PATAGONIA,2017m7,7,2017,COBRA,2524,3430,148,845,378,0,504,7829,5305
Nahuel Huapi,Puerto Pañuelo,PN,PATAGONIA,2017m7,7,2017,COBRA,9357,14392,814,3422,13572,0,4754,46311,36954
Nahuel Huapi,Quetrihué,PN,PATAGONIA,2017m7,7,2017,COBRA,718,1315,860,859,1391,0,1236,6379,5661
Nahuel Huapi,Río Limay,PN,PATAGONIA,2017m7,7,2017,COBRA,0,0,0,0,0,0,0,0,0
Patagonia,Única,PN,PATAGONIA,2017m7,7,2017,NO COBRA,0,0,0,0,0,0,0,0,0
Perito Moreno,Única,PN,PATAGONIA,2017m7,7,2017,NO COBRA,0,0,0,0,0,0,0,0,0
Tierra del Fuego,Ruta Nacional 3,PN,PATAGONIA,2017m7,7,2017,COBRA,1759,4829,6373,0,0,78,1523,14562,12803
Tierra del Fuego,Tren del Fin del Mundo,PN,PATAGONIA,2017m7,7,2017,COBRA,5278,4922,1004,0,0,478,2982,14664,9386
Ciervo de los Pantanos,Única,PN,CENTRO,2017m8,8,2017,NO COBRA,8,168,580,342,0,1,196,1295,1287
El Leoncito,Única,PN,CENTRO,2017m8,8,2017,NO COBRA,54,452,603,235,0,0,0,1344,1290
El Palmar,Única,PN,CENTRO,2017m8,8,2017,COBRA,120,3693,2858,868,453,880,3178,12050,11930
Iberá,Cambyretá,PN,CENTRO,2017m8,8,2017,NO COBRA,27,312,0,0,0,0,0,339,312
Iberá,San Nicolás,PN,CENTRO,2017m8,8,2017,NO COBRA,0,0,0,0,0,0,0,0,0
Mburucuyá,Única,PN,CENTRO,2017m8,8,2017,NO COBRA,14,157,121,162,0,0,170,624,610
Pre Delta,Única,PN,CENTRO,2017m8,8,2017,NO COBRA,0,0,0,0,0,0,0,0,0
Quebrada del Condorito,Única,PN,CENTRO,2017m8,8,2017,NO COBRA,379,799,1508,143,0,0,0,2829,2450
San Guillermo,Única,PN,CENTRO,2017m8,8,2017,NO COBRA,0,0,0,0,0,0,0,0,0
Sierra de las Quijadas,Única,PN,CENTRO,2017m8,8,2017,COBRA,35,1293,454,8,64,410,127,2391,2356
Talampaya,Única,PN,CENTRO,2017m8,8,2017,COBRA,336,4012,138,0,364,4492,457,9799,9463
Chaco,Única,PN,NEA,2017m8,8,2017,NO COBRA,0,0,0,0,0,0,0,0,0
Colonia Benítez,Única,RNEd,NEA,2017m8,8,2017,NO COBRA,0,156,0,0,0,0,0,156,156
El Impenetrable,Única,PN,NEA,2017m8,8,2017,NO COBRA,0,0,0,0,0,0,0,0,0
Formosa,Única,RNat,NEA,2017m8,8,2017,NO COBRA,0,10,0,0,43,0,0,53,53
Iguazú,Única,PN,NEA,2017m8,8,2017,COBRA,55419,75127,3063,1678,0,27360,15469,178116,122697
Río Pilcomayo,Estero Poi,PN,NEA,2017m8,8,2017,NO COBRA,28,86,19,58,13,2,23,229,201
Río Pilcomayo,Laguna Blanca,PN,NEA,2017m8,8,2017,NO COBRA,40,131,461,859,297,0,0,1788,1748
Aconquija,Única,PN,NOA,2017m8,8,2017,NO COBRA,0,48,35,199,0,0,62,344,344
Baritú,Única,PN,NOA,2017m8,8,2017,NO COBRA,93,53,69,1,0,0,0,216,123
Calilegua,Única,PN,NOA,2017m8,8,2017,NO COBRA,158,1168,163,458,217,0,218,2382,2224
Copo,Guayacán,PN,NOA,2017m8,8,2017,NO COBRA,0,0,0,0,0,0,0,0,0
Copo,Portada,PN,NOA,2017m8,8,2017,NO COBRA,0,11,0,0,0,0,0,11,11
El Rey,Única,PN,NOA,2017m8,8,2017,NO COBRA,14,78,52,0,0,0,33,177,163
Laguna de los Pozuelos,Única,MN,NOA,2017m8,8,2017,NO COBRA,48,35,23,0,2,0,6,114,66
Los Cardones,Recta del Tín Tín,PN,NOA,2017m8,8,2017,NO COBRA,333,10607,444,463,0,1125,107,13079,12746
Los Cardones,Valle Encantado,PN,NOA,2017m8,8,2017,NO COBRA,0,0,0,0,0,0,0,0,0
Nogalar de los Toldos,Única,RNac,NOA,2017m8,8,2017,NO COBRA,35,19,41,183,0,0,0,278,243
Pizarro,Única,RNac,NOA,2017m8,8,2017,NO COBRA,0,0,0,0,0,0,0,0,0
Bosques Petrificados,Única,PN,PATAGONIA,2017m8,8,2017,NO COBRA,7,40,23,0,0,0,10,80,73
Lago Puelo,Única,PN,PATAGONIA,2017m8,8,2017,COBRA,0,6538,0,0,0,0,0,6538,6538
Laguna Blanca,Única,PN,PATAGONIA,2017m8,8,2017,NO COBRA,3,32,42,14,91,10,8,200,197
Lanín,Hua Hum,PN,PATAGONIA,2017m8,8,2017,NO COBRA,0,0,0,0,0,0,0,0,0
Lanín,Lago Huechulaufquen,PN,PATAGONIA,2017m8,8,2017,COBRA,0,0,0,0,0,0,0,0,0
Lanín,Muelle Lago Lácar,PN,PATAGONIA,2017m8,8,2017,COBRA,110,1066,441,0,76,259,193,2145,2035
Lanín,Quila Quina,PN,PATAGONIA,2017m8,8,2017,COBRA,3,143,23,0,31,0,7,207,204
Lanín,Ruka Choroy,PN,PATAGONIA,2017m8,8,2017,NO COBRA,0,0,0,0,0,0,0,0,0
Lanín,Volcán Lanín,PN,PATAGONIA,2017m8,8,2017,NO COBRA,0,0,0,0,0,0,0,0,0
Lanín,Área Tromen,PN,PATAGONIA,2017m8,8,2017,NO COBRA,0,0,0,0,0,0,0,0,0
Lanín,Ñorkinko,PN,PATAGONIA,2017m8,8,2017,NO COBRA,0,0,0,0,0,0,0,0,0
Lihué Calel,Única,PN,PATAGONIA,2017m8,8,2017,NO COBRA,14,78,54,23,91,3,44,307,293
Los Alerces,Portada Centro,PN,PATAGONIA,2017m8,8,2017,COBRA,0,0,0,0,0,0,0,0,0
Los Alerces,Portada Norte,PN,PATAGONIA,2017m8,8,2017,COBRA,0,0,0,0,0,0,0,0,0
Los Alerces,Portada Sur,PN,PATAGONIA,2017m8,8,2017,COBRA,0,0,0,0,0,0,0,0,0
Los Alerces,Villa Futalaufquen,PN,PATAGONIA,2017m8,8,2017,NO COBRA,80,676,0,0,0,0,197,953,873
Los Glaciares,El Chaltén,PN,PATAGONIA,2017m8,8,2017,NO COBRA,1088,2625,0,0,0,0,0,3713,2625
Los Glaciares,Puerto Bandera,PN,PATAGONIA,2017m8,8,2017,COBRA,1853,2495,17,633,250,0,218,5466,3613
Los Glaciares,Puerto La Cruz,PN,PATAGONIA,2017m8,8,2017,NO COBRA,0,0,0,0,0,0,0,0,0
Los Glaciares,Puerto La Soledad,PN,PATAGONIA,2017m8,8,2017,COBRA,653,395,27,160,73,0,86,1394,741
Los Glaciares,Puerto Lago Argentino,PN,PATAGONIA,2017m8,8,2017,COBRA,0,0,0,0,0,0,0,0,0
Los Glaciares,Río Mitre,PN,PATAGONIA,2017m8,8,2017,COBRA,6098,6954,971,1449,691,1300,1167,18630,12532
Monte León,Única,PN,PATAGONIA,2017m8,8,2017,NO COBRA,0,0,0,0,0,0,0,0,0
